booking_id;booking_date;customer_id;flight_id;booking_channel;fare_class;fare_family;ticket_price_usd;ancillary_revenue_usd;bags_count;seat_selection_flag;booking_status
BKG000669;2024-11-20;CUST0231;FLT00028;Web;Premium Economy;Standard;$1 365,00;$18,00;1;0;Flown
BKG000670;2024-12-17;CUST0213;FLT00028;Web;Economy;Basic;$576,00;$30,00;1;1;Flown
BKG000671;2024-12-19;CUST0140;FLT00028;Corporate Desk;Premium Economy;Basic;$1 318,95;$18,00;1;0;Flown
BKG000672;2024-12-20;CUST0001;FLT00028;Corporate Desk;Business;Flex;$2 387,38;$18,00;1;0;Flown
BKG000673;2024-11-27;CUST0118;FLT00028;Corporate Desk;Premium Economy;Flex;$1 017,75;$18,00;1;1;Flown
BKG000674;2024-11-24;CUST0261;FLT00028;Corporate Desk;Economy;Flex;$1 154,04;$30,00;1;1;Flown
BKG000675;2024-12-27;CUST0041;FLT00028;Mobile App;Economy;Basic;$817,20;$18,00;1;0;Flown
BKG000676;2024-11-24;CUST0028;FLT00029;Corporate Desk;Economy;Flex;$779,98;$18,00;1;0;Confirmed
BKG000677;2024-12-24;CUST0260;FLT00029;Mobile App;Business;Basic;$2 272,32;$18,00;1;1;Flown
BKG000678;2024-11-19;CUST0021;FLT00029;Web;Economy;Basic;$924,30;$12,00;0;1;Flown
BKG000679;2024-12-07;CUST0033;FLT00029;Mobile App;Business;Basic;$1 866,24;$18,00;1;1;Flown
BKG000680;2024-11-16;CUST0294;FLT00029;Mobile App;Premium Economy;Standard;$1 248,00;$0,00;0;1;Flown
BKG000681;2024-12-31;CUST0117;FLT00029;Mobile App;Economy;Basic;$484,20;$36,00;2;0;Flown
BKG000682;2024-11-03;CUST0157;FLT00029;Corporate Desk;Economy;Flex;$1 230,74;$12,00;0;0;Confirmed
BKG000683;2024-11-29;CUST0125;FLT00029;Mobile App;Economy;Basic;$749,70;$30,00;1;0;Flown
BKG000684;2024-11-07;CUST0151;FLT00029;Mobile App;Economy;Flex;$540,44;$12,00;0;0;Flown
BKG000685;2024-11-06;CUST0295;FLT00029;Web;Business;Flex;$2 339,23;$18,00;1;0;Flown
BKG000686;2024-12-14;CUST0068;FLT00029;Corporate Desk;Business;Flex;$2 766,86;$36,00;2;1;Flown
BKG000687;2024-11-15;CUST0244;FLT00029;Corporate Desk;Economy;Standard;$1 064,00;$48,00;2;1;Flown
BKG000688;2025-01-01;CUST0131;FLT00029;Web;Business;Standard;$1 660,80;$18,00;1;1;Flown
BKG000689;2024-11-19;CUST0203;FLT00029;Mobile App;Economy;Basic;$631,80;$18,00;1;1;Flown
BKG000690;2024-12-15;CUST0001;FLT00029;Corporate Desk;Business;Standard;$1 970,40;$0,00;0;0;Flown
BKG000691;2024-12-03;CUST0112;FLT00029;Travel Agency;Economy;Basic;$497,70;$30,00;1;0;Flown
BKG000692;2024-11-18;CUST0296;FLT00029;Mobile App;Economy;Basic;$866,70;$30,00;1;1;Confirmed
BKG000693;2024-12-15;CUST0073;FLT00029;Web;Business;Basic;$1 881,36;$0,00;0;0;Confirmed
BKG000694;2024-12-26;CUST0084;FLT00029;Travel Agency;Business;Standard;$2 510,40;$0,00;0;0;Confirmed
BKG000695;2024-11-21;CUST0073;FLT00029;Travel Agency;Business;Basic;$2 041,20;$18,00;1;0;Confirmed
BKG000696;2024-12-23;CUST0231;FLT00029;Mobile App;Business;Basic;$2 341,44;$18,00;1;0;Flown
BKG000697;2024-11-17;CUST0073;FLT00029;Travel Agency;Economy;Standard;$1 044,00;$18,00;1;0;Confirmed
BKG000698;2024-11-22;CUST0272;FLT00029;Mobile App;Economy;Standard;$732,00;$18,00;1;0;Confirmed
BKG000699;2024-11-06;CUST0016;FLT00029;Web;Premium Economy;Flex;$1 906,29;$36,00;2;0;Confirmed
BKG000700;2024-12-18;CUST0013;FLT00029;Travel Agency;Economy;Standard;$845,00;$0,00;0;1;Confirmed
BKG000701;2024-12-20;CUST0107;FLT00030;Corporate Desk;Economy;Standard;$339,00;$36,00;2;1;Confirmed
BKG000702;2024-11-16;CUST0012;FLT00030;Travel Agency;Economy;Basic;$211,50;$12,00;0;1;Confirmed
BKG000703;2024-11-08;CUST0114;FLT00030;Web;Premium Economy;Standard;$397,50;$18,00;1;0;Flown
BKG000704;2024-11-30;CUST0105;FLT00030;Travel Agency;Economy;Standard;$337,00;$18,00;1;0;Flown
BKG000705;2024-12-12;CUST0197;FLT00030;Web;Economy;Flex;$231,28;$0,00;0;0;Flown
BKG000706;2024-12-10;CUST0283;FLT00030;Web;Premium Economy;Standard;$306,00;$36,00;2;1;Flown
BKG000707;2024-12-11;CUST0123;FLT00030;Travel Agency;Economy;Flex;$285,56;$30,00;1;0;Flown
BKG000708;2024-11-03;CUST0141;FLT00030;Travel Agency;Economy;Standard;$179,00;$30,00;1;0;Flown
BKG000709;2024-12-04;CUST0290;FLT00030;Corporate Desk;Economy;Flex;$365,80;$18,00;1;0;Confirmed
BKG000710;2024-12-14;CUST0003;FLT00030;Web;Economy;Basic;$257,40;$18,00;1;0;Confirmed
BKG000711;2024-12-22;CUST0287;FLT00030;Corporate Desk;Economy;Flex;$225,38;$18,00;1;1;Confirmed
BKG000712;2024-12-18;CUST0273;FLT00030;Travel Agency;Business;Standard;$400,80;$18,00;1;0;Flown
BKG000713;2024-11-13;CUST0144;FLT00030;Travel Agency;Business;Flex;$863,76;$18,00;1;1;Flown
BKG000714;2024-12-01;CUST0212;FLT00030;Web;Premium Economy;Flex;$557,55;$18,00;1;0;Confirmed
BKG000715;2024-11-17;CUST0282;FLT00030;Mobile App;Economy;Flex;$320,96;$48,00;2;1;Flown
BKG000716;2024-12-24;CUST0008;FLT00030;Corporate Desk;Business;Standard;$367,20;$18,00;1;0;Flown
BKG000717;2024-12-23;CUST0284;FLT00030;Travel Agency;Business;Basic;$460,08;$18,00;1;0;Flown
BKG000718;2024-12-26;CUST0092;FLT00030;Mobile App;Economy;Standard;$192,00;$18,00;1;0;Flown
BKG000719;2024-11-05;CUST0296;FLT00030;Corporate Desk;Economy;Standard;$303,00;$48,00;2;0;Flown
BKG000720;2024-12-13;CUST0290;FLT00030;Web;Economy;Basic;$290,70;$18,00;1;0;Flown
BKG000721;2024-12-25;CUST0298;FLT00030;Web;Economy;Basic;$132,30;$12,00;0;1;Flown
BKG000722;2024-12-25;CUST0273;FLT00030;Corporate Desk;Business;Basic;$591,84;$0,00;0;1;Changed
BKG000723;2024-12-15;CUST0221;FLT00030;Mobile App;Premium Economy;Basic;$469,80;$18,00;1;0;Flown
BKG000724;2024-11-11;CUST0034;FLT00030;Travel Agency;Economy;Flex;$337,48;$12,00;0;0;Confirmed
BKG000725;2024-12-19;CUST0020;FLT00030;Web;Premium Economy;Standard;$312,00;$0,00;0;1;Confirmed
BKG000726;2024-12-11;CUST0126;FLT00031;Travel Agency;Business;Basic;$382,32;$18,00;1;0;Flown
BKG000727;2024-12-24;CUST0257;FLT00031;Travel Agency;Economy;Standard;$297,00;$18,00;1;0;Flown
BKG000728;2024-11-29;CUST0260;FLT00031;Travel Agency;Business;Basic;$524,88;$18,00;1;0;Flown
BKG000729;2024-12-07;CUST0181;FLT00031;Travel Agency;Economy;Standard;$360,00;$12,00;0;1;Flown
BKG000730;2024-11-15;CUST0267;FLT00031;Web;Economy;Standard;$151,00;$18,00;1;1;Flown
BKG000731;2024-12-29;CUST0295;FLT00031;Travel Agency;Premium Economy;Standard;$256,50;$18,00;1;1;Flown
BKG000732;2024-11-13;CUST0179;FLT00031;Web;Economy;Standard;$151,00;$0,00;0;0;Flown
BKG000733;2024-11-22;CUST0090;FLT00031;Mobile App;Economy;Basic;$183,60;$18,00;1;1;Confirmed
BKG000734;2024-11-07;CUST0010;FLT00031;Mobile App;Economy;Basic;$302,40;$18,00;1;0;Flown
BKG000735;2024-11-26;CUST0128;FLT00031;Mobile App;Economy;Standard;$144,00;$0,00;0;1;Flown
BKG000736;2024-11-17;CUST0186;FLT00031;Travel Agency;Business;Basic;$684,72;$36,00;2;1;Confirmed
BKG000737;2024-12-24;CUST0274;FLT00031;Mobile App;Economy;Standard;$186,00;$30,00;1;1;Flown
BKG000738;2024-11-09;CUST0189;FLT00031;Web;Premium Economy;Standard;$459,00;$0,00;0;0;Confirmed
BKG000739;2024-11-27;CUST0273;FLT00031;Corporate Desk;Business;Standard;$388,80;$18,00;1;1;Flown
BKG000740;2024-12-07;CUST0064;FLT00031;Corporate Desk;Economy;Basic;$109,80;$12,00;0;1;Confirmed
BKG000741;2024-12-16;CUST0080;FLT00031;Mobile App;Economy;Standard;$351,00;$30,00;1;0;Flown
BKG000742;2024-12-12;CUST0126;FLT00031;Web;Economy;Flex;$246,62;$36,00;2;1;Flown
BKG000743;2024-12-08;CUST0104;FLT00031;Corporate Desk;Economy;Basic;$166,50;$18,00;1;0;Flown
BKG000744;2024-11-03;CUST0163;FLT00031;Corporate Desk;Economy;Basic;$218,70;$18,00;1;1;Flown
BKG000745;2024-11-14;CUST0031;FLT00031;Travel Agency;Economy;Standard;$321,00;$30,00;1;1;Flown
BKG000746;2024-11-09;CUST0284;FLT00031;Travel Agency;Economy;Standard;$134,00;$48,00;2;1;Flown
BKG000747;2024-11-29;CUST0140;FLT00031;Web;Economy;Basic;$216,90;$12,00;0;1;Confirmed
BKG000748;2024-11-21;CUST0001;FLT00031;Web;Premium Economy;Flex;$458,43;$18,00;1;1;Flown
BKG000749;2024-11-20;CUST0199;FLT00031;Travel Agency;Premium Economy;Basic;$469,80;$18,00;1;0;Flown
BKG000750;2024-12-19;CUST0185;FLT00031;Mobile App;Business;Basic;$749,52;$18,00;1;0;No Show
BKG000751;2024-12-17;CUST0107;FLT00032;Corporate Desk;Economy;Flex;$152,22;$0,00;0;1;Flown
BKG000752;2024-12-16;CUST0112;FLT00032;Web;Economy;Basic;$128,70;$30,00;1;1;Flown
BKG000753;2024-12-29;CUST0157;FLT00032;Travel Agency;Premium Economy;Standard;$406,50;$18,00;1;0;Flown
BKG000754;2024-12-27;CUST0268;FLT00032;Corporate Desk;Economy;Basic;$131,40;$48,00;2;1;Flown
BKG000755;2024-12-22;CUST0300;FLT00032;Travel Agency;Premium Economy;Standard;$261,00;$18,00;1;1;Flown
BKG000756;2024-12-30;CUST0134;FLT00032;Corporate Desk;Economy;Basic;$313,20;$30,00;1;0;Flown
BKG000757;2024-11-03;CUST0088;FLT00032;Corporate Desk;Premium Economy;Basic;$368,55;$18,00;1;1;Flown
BKG000758;2024-11-18;CUST0216;FLT00032;Web;Premium Economy;Flex;$531,00;$18,00;1;1;Confirmed
BKG000759;2024-12-15;CUST0275;FLT00032;Mobile App;Economy;Flex;$381,14;$0,00;0;1;Flown
BKG000760;2024-11-05;CUST0181;FLT00032;Travel Agency;Premium Economy;Standard;$250,50;$36,00;2;0;Flown
BKG000761;2024-11-16;CUST0280;FLT00032;Mobile App;Business;Standard;$823,20;$18,00;1;0;Flown
BKG000762;2024-12-01;CUST0192;FLT00032;Corporate Desk;Premium Economy;Standard;$444,00;$18,00;1;1;Changed
BKG000763;2024-12-03;CUST0189;FLT00032;Corporate Desk;Economy;Flex;$414,18;$48,00;2;1;Flown
BKG000764;2024-12-16;CUST0141;FLT00032;Travel Agency;Economy;Basic;$132,30;$18,00;1;0;Confirmed
BKG000765;2024-12-18;CUST0300;FLT00032;Corporate Desk;Economy;Basic;$209,70;$30,00;1;1;Flown
BKG000766;2024-12-04;CUST0282;FLT00032;Mobile App;Business;Basic;$628,56;$0,00;0;1;Flown
BKG000767;2024-11-26;CUST0075;FLT00032;Mobile App;Economy;Standard;$303,00;$36,00;2;1;Flown
BKG000768;2024-11-08;CUST0144;FLT00032;Corporate Desk;Economy;Standard;$164,00;$18,00;1;1;No Show
BKG000769;2024-12-18;CUST0053;FLT00032;Web;Economy;Basic;$258,30;$18,00;1;0;Flown
BKG000770;2024-11-05;CUST0013;FLT00032;Corporate Desk;Economy;Standard;$286,00;$30,00;1;1;Flown
BKG000771;2024-11-23;CUST0290;FLT00032;Travel Agency;Economy;Flex;$348,10;$30,00;1;0;Flown
BKG000772;2024-12-14;CUST0108;FLT00032;Web;Business;Standard;$420,00;$36,00;2;1;Flown
BKG000773;2024-11-03;CUST0091;FLT00032;Web;Business;Standard;$504,00;$0,00;0;0;Flown
BKG000774;2024-12-01;CUST0172;FLT00032;Travel Agency;Economy;Flex;$417,72;$18,00;1;0;Flown
BKG000775;2024-12-26;CUST0025;FLT00032;Corporate Desk;Economy;Basic;$307,80;$36,00;2;0;Flown
BKG000776;2024-11-18;CUST0034;FLT00033;Web;Premium Economy;Flex;$249,57;$18,00;1;1;Flown
BKG000777;2024-12-22;CUST0104;FLT00033;Corporate Desk;Economy;Basic;$79,20;$30,00;1;0;Flown
BKG000778;2024-11-26;CUST0264;FLT00033;Web;Economy;Basic;$118,80;$30,00;1;1;Flown
BKG000779;2024-11-22;CUST0037;FLT00033;Mobile App;Economy;Basic;$141,30;$18,00;1;1;Changed
BKG000780;2024-11-09;CUST0046;FLT00033;Mobile App;Economy;Basic;$144,00;$0,00;0;0;Confirmed
BKG000781;2024-12-21;CUST0105;FLT00033;Travel Agency;Economy;Basic;$136,80;$0,00;0;0;Confirmed
BKG000782;2024-11-09;CUST0241;FLT00033;Mobile App;Economy;Basic;$100,80;$0,00;0;0;Confirmed
BKG000783;2024-11-12;CUST0068;FLT00033;Corporate Desk;Economy;Basic;$99,00;$18,00;1;0;Flown
BKG000784;2024-12-17;CUST0211;FLT00033;Travel Agency;Premium Economy;Flex;$178,77;$0,00;0;0;Flown
BKG000785;2024-12-08;CUST0211;FLT00033;Corporate Desk;Economy;Standard;$141,00;$36,00;2;0;Flown
BKG000786;2024-11-06;CUST0151;FLT00033;Corporate Desk;Business;Basic;$308,88;$36,00;2;1;Flown
BKG000787;2024-11-29;CUST0191;FLT00033;Corporate Desk;Economy;Flex;$102,66;$18,00;1;1;Flown
BKG000788;2024-11-11;CUST0109;FLT00033;Travel Agency;Economy;Standard;$130,00;$30,00;1;0;Flown
BKG000789;2025-01-02;CUST0054;FLT00033;Corporate Desk;Economy;Basic;$84,60;$18,00;1;1;Flown
BKG000790;2024-12-04;CUST0206;FLT00033;Travel Agency;Economy;Flex;$181,72;$36,00;2;1;Flown
BKG000791;2024-11-12;CUST0025;FLT00033;Mobile App;Premium Economy;Basic;$210,60;$18,00;1;1;Confirmed
BKG000792;2024-11-04;CUST0019;FLT00033;Travel Agency;Economy;Standard;$127,00;$30,00;1;1;Flown
BKG000793;2024-11-20;CUST0064;FLT00033;Travel Agency;Economy;Standard;$160,00;$18,00;1;0;Flown
BKG000794;2024-11-12;CUST0112;FLT00033;Mobile App;Economy;Flex;$119,18;$18,00;1;1;Flown
BKG000795;2024-11-20;CUST0255;FLT00033;Corporate Desk;Premium Economy;Basic;$164,70;$18,00;1;0;Flown
BKG000796;2024-11-25;CUST0154;FLT00033;Web;Business;Flex;$337,01;$18,00;1;0;Flown
BKG000797;2024-11-23;CUST0009;FLT00033;Mobile App;Economy;Standard;$72,00;$48,00;2;0;Flown
BKG000798;2024-12-13;CUST0133;FLT00033;Web;Economy;Standard;$103,00;$18,00;1;0;Flown
BKG000799;2024-11-30;CUST0254;FLT00033;Travel Agency;Economy;Flex;$132,16;$12,00;0;1;Flown
BKG000800;2024-12-12;CUST0065;FLT00033;Travel Agency;Economy;Flex;$141,60;$30,00;1;0;Flown
BKG000801;2024-11-25;CUST0203;FLT00034;Mobile App;Business;Basic;$228,96;$0,00;0;1;Flown
BKG000802;2024-12-12;CUST0205;FLT00034;Corporate Desk;Economy;Basic;$83,70;$18,00;1;1;Flown
BKG000803;2024-11-09;CUST0134;FLT00034;Travel Agency;Economy;Basic;$115,20;$48,00;2;0;Flown
BKG000804;2024-12-05;CUST0286;FLT00034;Corporate Desk;Economy;Basic;$149,40;$0,00;0;0;Confirmed
BKG000805;2024-12-21;CUST0059;FLT00034;Corporate Desk;Economy;Basic;$99,90;$30,00;1;1;Flown
BKG000806;2024-12-11;CUST0266;FLT00034;Web;Economy;Basic;$90,00;$18,00;1;0;Flown
BKG000807;2024-11-22;CUST0229;FLT00034;Corporate Desk;Economy;Standard;$99,00;$30,00;1;1;Flown
BKG000808;2024-11-12;CUST0117;FLT00034;Mobile App;Economy;Standard;$102,00;$0,00;0;1;Flown
BKG000809;2024-11-25;CUST0137;FLT00034;Mobile App;Economy;Basic;$114,30;$30,00;1;1;Flown
BKG000810;2024-11-04;CUST0079;FLT00034;Web;Economy;Standard;$110,00;$0,00;0;1;Flown
BKG000811;2024-11-16;CUST0208;FLT00034;Mobile App;Economy;Basic;$137,70;$12,00;0;1;Flown
BKG000812;2024-12-14;CUST0286;FLT00034;Mobile App;Economy;Standard;$98,00;$18,00;1;1;Flown
BKG000813;2024-12-13;CUST0052;FLT00034;Web;Economy;Basic;$123,30;$18,00;1;1;Confirmed
BKG000814;2024-12-26;CUST0133;FLT00034;Mobile App;Economy;Flex;$162,84;$12,00;0;0;Flown
BKG000815;2024-11-14;CUST0222;FLT00034;Travel Agency;Economy;Standard;$135,00;$18,00;1;1;Flown
BKG000816;2024-12-05;CUST0237;FLT00034;Mobile App;Economy;Basic;$125,10;$48,00;2;0;Flown
BKG000817;2024-12-31;CUST0162;FLT00034;Mobile App;Economy;Basic;$122,40;$30,00;1;0;No Show
BKG000818;2025-01-01;CUST0104;FLT00034;Web;Economy;Standard;$78,00;$36,00;2;0;Confirmed
BKG000819;2024-11-12;CUST0055;FLT00034;Mobile App;Economy;Flex;$153,40;$30,00;1;0;Flown
BKG000820;2024-11-24;CUST0200;FLT00034;Corporate Desk;Economy;Basic;$138,60;$36,00;2;0;Flown
BKG000821;2024-11-19;CUST0118;FLT00034;Mobile App;Economy;Standard;$128,00;$18,00;1;1;Flown
BKG000822;2024-12-20;CUST0047;FLT00034;Mobile App;Economy;Basic;$71,10;$18,00;1;1;Flown
BKG000823;2025-01-02;CUST0276;FLT00034;Corporate Desk;Economy;Basic;$123,30;$36,00;2;1;Confirmed
BKG000824;2025-01-01;CUST0300;FLT00034;Corporate Desk;Business;Standard;$336,00;$18,00;1;1;Flown
BKG000825;2024-12-14;CUST0099;FLT00034;Travel Agency;Economy;Standard;$71,00;$30,00;1;1;Flown
BKG000826;2024-11-27;CUST0250;FLT00035;Travel Agency;Economy;Basic;$149,40;$18,00;1;0;Flown
BKG000827;2024-12-29;CUST0219;FLT00035;Corporate Desk;Economy;Basic;$127,80;$36,00;2;1;Confirmed
BKG000828;2024-12-09;CUST0191;FLT00035;Travel Agency;Economy;Standard;$160,00;$18,00;1;0;Flown
BKG000829;2024-11-07;CUST0229;FLT00035;Mobile App;Economy;Flex;$123,90;$18,00;1;0;Flown
BKG000830;2024-12-10;CUST0273;FLT00035;Web;Economy;Standard;$136,00;$30,00;1;0;Flown
BKG000831;2024-12-02;CUST0113;FLT00035;Web;Economy;Standard;$136,00;$0,00;0;1;Flown
BKG000832;2024-12-12;CUST0133;FLT00035;Mobile App;Economy;Flex;$100,30;$18,00;1;0;Flown
BKG000833;2024-11-16;CUST0250;FLT00035;Mobile App;Economy;Basic;$104,40;$48,00;2;1;Changed
BKG000834;2024-11-08;CUST0185;FLT00035;Mobile App;Economy;Standard;$71,00;$48,00;2;1;Flown
BKG000835;2024-12-19;CUST0223;FLT00035;Mobile App;Economy;Standard;$163,00;$0,00;0;1;Confirmed
BKG000836;2024-12-14;CUST0295;FLT00035;Web;Economy;Basic;$139,50;$12,00;0;1;Flown
BKG000837;2024-12-03;CUST0004;FLT00035;Web;Economy;Standard;$90,00;$18,00;1;0;Flown
BKG000838;2024-11-18;CUST0103;FLT00035;Travel Agency;Economy;Basic;$80,10;$36,00;2;1;Flown
BKG000839;2024-12-04;CUST0271;FLT00035;Mobile App;Economy;Basic;$72,90;$0,00;0;0;Flown
BKG000840;2024-11-23;CUST0230;FLT00035;Mobile App;Business;Standard;$386,40;$18,00;1;1;Flown
BKG000841;2024-12-31;CUST0129;FLT00035;Mobile App;Economy;Basic;$85,50;$18,00;1;0;Flown
BKG000842;2024-12-29;CUST0093;FLT00035;Mobile App;Business;Basic;$164,16;$0,00;0;0;Flown
BKG000843;2024-12-13;CUST0147;FLT00035;Web;Economy;Basic;$148,50;$36,00;2;1;Confirmed
BKG000844;2024-11-17;CUST0042;FLT00035;Travel Agency;Economy;Flex;$105,02;$36,00;2;1;Flown
BKG000845;2024-11-16;CUST0038;FLT00035;Travel Agency;Economy;Standard;$126,00;$18,00;1;1;Confirmed
BKG000846;2024-11-14;CUST0115;FLT00035;Corporate Desk;Economy;Standard;$81,00;$18,00;1;1;Flown
BKG000847;2024-11-14;CUST0254;FLT00035;Travel Agency;Economy;Basic;$111,60;$36,00;2;1;Flown
BKG000848;2024-11-14;CUST0270;FLT00035;Travel Agency;Premium Economy;Standard;$114,00;$0,00;0;0;Confirmed
BKG000849;2024-12-21;CUST0298;FLT00035;Travel Agency;Economy;Flex;$82,60;$36,00;2;1;Confirmed
BKG000850;2024-12-30;CUST0083;FLT00035;Corporate Desk;Economy;Basic;$92,70;$18,00;1;1;Flown
BKG000851;2024-11-19;CUST0033;FLT00036;Mobile App;Economy;Flex;$339,84;$48,00;2;0;Flown
BKG000852;2024-12-13;CUST0027;FLT00036;Travel Agency;Economy;Basic;$198,90;$18,00;1;1;Changed
BKG000853;2024-12-21;CUST0090;FLT00036;Web;Economy;Standard;$296,00;$18,00;1;1;Confirmed
BKG000854;2024-11-04;CUST0211;FLT00036;Corporate Desk;Economy;Flex;$199,42;$18,00;1;0;Flown
BKG000855;2024-12-22;CUST0028;FLT00036;Web;Economy;Basic;$214,20;$18,00;1;0;Flown
BKG000856;2024-12-15;CUST0244;FLT00036;Mobile App;Economy;Standard;$290,00;$0,00;0;0;Flown
BKG000857;2025-01-02;CUST0067;FLT00036;Corporate Desk;Premium Economy;Basic;$479,25;$18,00;1;0;Flown
BKG000858;2024-11-11;CUST0274;FLT00036;Travel Agency;Premium Economy;Standard;$511,50;$0,00;0;1;Flown
BKG000859;2024-12-12;CUST0207;FLT00036;Travel Agency;Economy;Standard;$175,00;$18,00;1;0;Flown
BKG000860;2024-12-27;CUST0086;FLT00036;Travel Agency;Economy;Basic;$315,00;$12,00;0;0;Flown
BKG000861;2024-12-22;CUST0181;FLT00036;Corporate Desk;Economy;Standard;$360,00;$36,00;2;1;Flown
BKG000862;2024-12-11;CUST0075;FLT00036;Travel Agency;Premium Economy;Standard;$303,00;$18,00;1;1;Flown
BKG000863;2024-12-28;CUST0272;FLT00036;Mobile App;Economy;Flex;$239,54;$36,00;2;1;Flown
BKG000864;2024-12-24;CUST0264;FLT00036;Travel Agency;Business;Standard;$427,20;$18,00;1;1;Flown
BKG000865;2024-12-17;CUST0108;FLT00036;Travel Agency;Economy;Standard;$271,00;$18,00;1;1;Flown
BKG000866;2024-11-21;CUST0020;FLT00036;Travel Agency;Economy;Standard;$239,00;$30,00;1;1;Confirmed
BKG000867;2024-11-04;CUST0118;FLT00036;Web;Economy;Basic;$256,50;$0,00;0;0;Flown
BKG000868;2024-11-16;CUST0108;FLT00036;Mobile App;Premium Economy;Flex;$504,45;$36,00;2;0;Flown
BKG000869;2024-11-26;CUST0241;FLT00036;Corporate Desk;Business;Standard;$410,40;$0,00;0;0;Flown
BKG000870;2024-12-16;CUST0042;FLT00036;Corporate Desk;Economy;Basic;$231,30;$18,00;1;0;Flown
BKG000871;2024-11-26;CUST0300;FLT00036;Corporate Desk;Economy;Basic;$263,70;$30,00;1;1;Flown
BKG000872;2024-12-14;CUST0019;FLT00036;Mobile App;Economy;Standard;$230,00;$0,00;0;1;Confirmed
BKG000873;2024-11-26;CUST0233;FLT00036;Mobile App;Economy;Standard;$316,00;$18,00;1;0;Flown
BKG000874;2024-11-08;CUST0040;FLT00036;Travel Agency;Premium Economy;Standard;$273,00;$0,00;0;1;Flown
BKG000875;2024-11-13;CUST0282;FLT00036;Web;Economy;Standard;$139,00;$0,00;0;1;Flown
BKG000876;2024-12-27;CUST0085;FLT00037;Web;Economy;Standard;$245,00;$36,00;2;1;Changed
BKG000877;2024-11-30;CUST0269;FLT00037;Web;Economy;Basic;$120,60;$0,00;0;1;Flown
BKG000878;2024-11-15;CUST0222;FLT00037;Mobile App;Economy;Standard;$213,00;$12,00;0;0;Flown
BKG000879;2024-11-30;CUST0098;FLT00037;Web;Economy;Basic;$259,20;$48,00;2;0;Confirmed
BKG000880;2025-01-02;CUST0031;FLT00037;Corporate Desk;Economy;Standard;$269,00;$18,00;1;0;Confirmed
BKG000881;2024-11-23;CUST0209;FLT00037;Travel Agency;Economy;Flex;$193,52;$48,00;2;0;Flown
BKG000882;2024-11-21;CUST0029;FLT00037;Web;Economy;Basic;$232,20;$18,00;1;0;Flown
BKG000883;2024-11-09;CUST0222;FLT00037;Travel Agency;Economy;Standard;$329,00;$48,00;2;0;Confirmed
BKG000884;2024-12-03;CUST0298;FLT00037;Mobile App;Economy;Standard;$136,00;$18,00;1;0;Flown
BKG000885;2024-12-15;CUST0031;FLT00037;Web;Economy;Standard;$192,00;$18,00;1;0;Flown
BKG000886;2024-11-26;CUST0106;FLT00037;Travel Agency;Economy;Basic;$223,20;$18,00;1;0;Flown
BKG000887;2024-11-28;CUST0055;FLT00037;Mobile App;Economy;Basic;$200,70;$18,00;1;0;Confirmed
BKG000888;2024-11-16;CUST0207;FLT00037;Web;Premium Economy;Standard;$373,50;$18,00;1;0;Flown
BKG000889;2024-11-04;CUST0028;FLT00037;Mobile App;Economy;Standard;$283,00;$30,00;1;1;Flown
BKG000890;2024-11-06;CUST0037;FLT00037;Corporate Desk;Business;Standard;$482,40;$18,00;1;0;Flown
BKG000891;2024-11-12;CUST0219;FLT00037;Web;Economy;Basic;$260,10;$12,00;0;1;Flown
BKG000892;2024-12-07;CUST0239;FLT00037;Travel Agency;Economy;Flex;$159,30;$30,00;1;1;Flown
BKG000893;2024-11-11;CUST0175;FLT00037;Travel Agency;Economy;Flex;$215,94;$18,00;1;0;Flown
BKG000894;2024-12-08;CUST0086;FLT00037;Corporate Desk;Economy;Standard;$325,00;$36,00;2;1;Flown
BKG000895;2024-12-02;CUST0067;FLT00037;Travel Agency;Economy;Basic;$215,10;$36,00;2;1;Flown
BKG000896;2024-11-30;CUST0198;FLT00037;Travel Agency;Economy;Basic;$299,70;$36,00;2;0;Flown
BKG000897;2024-11-22;CUST0056;FLT00037;Mobile App;Economy;Flex;$155,76;$18,00;1;0;Changed
BKG000898;2024-11-19;CUST0264;FLT00037;Web;Business;Basic;$626,40;$0,00;0;1;Flown
BKG000899;2024-11-24;CUST0157;FLT00037;Mobile App;Premium Economy;Standard;$261,00;$18,00;1;0;Changed
BKG000900;2024-12-12;CUST0253;FLT00037;Corporate Desk;Economy;Standard;$275,00;$48,00;2;1;Flown
BKG000901;2024-11-11;CUST0021;FLT00038;Web;Economy;Standard;$351,00;$18,00;1;0;Flown
BKG000902;2024-11-09;CUST0013;FLT00038;Web;Business;Standard;$621,60;$36,00;2;1;Flown
BKG000903;2024-12-24;CUST0097;FLT00038;Corporate Desk;Economy;Standard;$277,00;$18,00;1;0;Confirmed
BKG000904;2024-12-11;CUST0154;FLT00038;Corporate Desk;Economy;Standard;$156,00;$12,00;0;0;Confirmed
BKG000905;2024-12-02;CUST0215;FLT00038;Mobile App;Economy;Standard;$189,00;$12,00;0;0;Flown
BKG000906;2024-12-22;CUST0050;FLT00038;Corporate Desk;Economy;Flex;$343,38;$48,00;2;0;Flown
BKG000907;2024-11-06;CUST0034;FLT00038;Mobile App;Premium Economy;Standard;$300,00;$36,00;2;1;Flown
BKG000908;2024-11-21;CUST0132;FLT00038;Corporate Desk;Economy;Basic;$313,20;$0,00;0;1;Flown
